timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
61676850,0.10638797,0.055168446,0.087030016,0.84096384,-0.0019316088,-0.004166361,-0.54107195,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61708848,-0.08237622,-0.11791604,0.088848546,0.8416855,-0.0024569796,-0.004833358,-0.53994083,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61740848,0.12307488,-0.3085787,0.085783154,0.84231746,-0.0027913006,-0.006780702,-0.5389319,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61768848,0.15602903,-0.366704,0.10378412,0.8429528,-0.0030656285,-0.010277675,-0.53788066,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61800848,0.16893901,-0.507733,0.10173785,0.8435572,-0.0035340008,-0.017168893,-0.53675336,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61833648,0.056513663,-0.70673156,0.053317264,0.844717,-0.006115377,-0.025368208,-0.5345767,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
61865648,0.17722884,-0.503556,0.06579043,0.8450641,-0.010034398,-0.033816434,-0.53350013,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
61897648,0.11353714,-0.7175154,0.06703298,0.8452902,-0.014046671,-0.043558557,-0.532344,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
61929648,0.24835095,-0.96844435,0.070700295,0.8452467,-0.01765776,-0.056123752,-0.5311275,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
61961659,0.18413772,-0.9986148,0.06290986,0.84476966,-0.022496382,-0.070740305,-0.5299566,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
61989660,-0.031459432,-1.3415483,0.05732226,0.843927,-0.02966767,-0.084013924,-0.52900726,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62021648,-0.1363762,-1.2167965,0.0475191,0.8425462,-0.03877966,-0.09876509,-0.5280696,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62053648,0.08439047,-1.2269554,0.039633743,0.84074473,-0.048391216,-0.115175344,-0.5268218,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62085648,0.23629527,-1.2172605,0.0039411094,0.838419,-0.05841118,-0.13251358,-0.525435,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62117648,0.13139914,-1.3133787,0.017250568,0.83571607,-0.068638705,-0.14887664,-0.5241213,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
62149656,-0.016267722,-1.267824,0.0031548468,0.8325086,-0.08015772,-0.16481082,-0.52282083,0.999999,1.4696873e-05,1.620661e-06,0.001443184,4
